Iron, Fe;Carbon, C;Sulfur, S;Silicon, Si;Phosphorous, P;Manganese, Mn;Chromium, Cr;Nickel, Ni;Molybdenum, Mo;Copper, Cu;Density;Hardness, Vickers;Thermal Conductivity;Specific Heat Capacity;CTE, linear;Electrical Resistivity;Elongation at Break;Bulk Modulus;Modulus of Elasticity;Shear Modulus;Poissons Ratio;Tensile Strength, Yield;Tensile Strength, Ultimate
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;361;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;16 %;160 GPa;200 GPa;80.0 GPa;0.29;965 MPa;1131 MPa
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;350;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -70.0 - 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;16.5 %;159 GPa;200 GPa;78.0 GPa;0.29;1096 MPa;1138 MPa
96.435 - 97.88 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.20 - 0.30 %;0%;7.85 g/cc;292;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;18.5 %;160 GPa;205 GPa;80.0 GPa;0.29;841 MPa;979 MPa
96.692 - 98.0795 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;309;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;16.2 %;160 GPa;205 GPa;80.0 GPa;0.29;910 MPa;1015 MPa
96.435 - 97.88 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.20 - 0.30 %;0%;7.85 g/cc;301;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;20 %;160 GPa;205 GPa;80.0 GPa;0.29;848 MPa;952 MPa
96.435 - 97.88 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.20 - 0.30 %;0%;7.85 g/cc;211;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;22.2 %;160 GPa;205 GPa;80.0 GPa;0.29;415 MPa;696 MPa
0%;<= 0.0400 %;<= 0.0200 %;0.040 %;<= 0.0200 %;4.5 %;25 %;22 %;2.1 %;0%;NA;NA;NA;NA;NA;NA;30 %;NA;NA;NA;NA;420 MPa @Strain 0.200 %;600 MPa
93.1 - 96.4 %;0.12 - 0.18 %;<= 0.025 %;0.15 - 0.35 %;<= 0.025 %;0.10 - 0.40 %;1.0 - 1.8 %;2.0 - 3.25 %;0.20 - 0.60 %;<= 0.25 %;7.75 g/cc;NA;NA;NA;NA;NA;17 - 20 %;NA;205 GPa;80.0 GPa;0.28;>= 552 MPa;NA
96.525 - 97.96 %;0.19 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.30 - 0.40 %;0%;7.85 g/cc;411;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;13.6 %;160 GPa;200 GPa;80.0 GPa;0.29;900 MPa @Strain 0.200 %;1250 MPa
96.435 - 97.88 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.20 - 0.30 %;0%;7.85 g/cc;276;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;16.7 %;160 GPa;205 GPa;80.0 GPa;0.29;605 MPa;910 MPa
96.33 - 97.83 %;0.47 - 0.54 %;<= 0.045 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;301 @Diameter 102 mm;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;14.5 % @Diameter 25.4 mm;160 GPa;205 GPa;80.0 GPa;0.29;779 MPa @Diameter 102 mm;986 MPa @Diameter 102 mm
<= 9.00 %;<= 0.0250 %;<= 0.0100 %;0.10 %;<= 0.0100 %;1.3 %;28.5 - 30.0 %;57 %;0%;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
95.37 %;0.62 - 0.66 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.80 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0%;0.030 %;0.013 %;0.40 %;0.013 %;0.90 %;19 %;9.5 %;<= 0.300 %;<= 0.100 %;8.00 g/cc;160;13.0 W/m-K @Temperature 20.0 C;NA;18.0 m/m-C @Temperature 20.0 - 400 C;NA;35 %;NA;NA;NA;NA;400 MPa @Strain 0.200 %;600 MPa
0%;<= 0.0150 %;<= 0.0200 %;0.20 %;<= 0.0200 %;1.8 %;21 %;11 %;<= 0.300 %;<= 0.300 %;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96.695 - 98.08 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;399;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;319;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;15.5 %;160 GPa;205 GPa;80.0 GPa;0.29;848 MPa;1025 MPa
96.485 - 97.93 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;292;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;9.0 %;160 GPa;205 GPa;80.0 GPa;0.29;931 MPa;945 MPa
96.525 - 97.96 %;0.19 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.30 - 0.40 %;0%;7.85 g/cc;384;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;14.8 %;160 GPa;200 GPa;80.0 GPa;0.29;805 MPa @Strain 0.200 %;1204 MPa
95.7 %;0.40 %;0%;0.30 %;0%;0.75 %;0.80 %;1.8 %;0.25 %;0%;7.83 g/cc;NA;37.48 W/m-K;0.448 J/g-°C;11.3 µm/m-°C @Temperature 18.0 - 93.0 °C;NA;18 %;NA;NA;NA;NA;1035 MPa;1140 MPa
85.2 %;0.30 %;0%;0.10 %;0%;0.30 %;1.0 %;7.5 %;1.0 %;0%;7.75 g/cc;NA;NA;NA;11.3 µm/m-°C @Temperature 20.0 - 427 °C;NA;14 - 14.7 %;NA;NA;NA;NA;1260 - 1300 MPa @Strain 0.200 %;1580 - 1590 MPa
0%;0.080 %;<= 0.0150 %;1.6 %;<= 0.0250 %;0.50 %;21 %;10 %;<= 0.300 %;0%;7.80 g/cc;180;14.5 W/m-K @Temperature 20.0 C;NA;17.6 m/m-C @Temperature 20.0 - 400 C;NA;40 %;NA;NA;NA;NA;360 MPa @Strain 0.200 %;580 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;294;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;411;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;12 %;160 GPa;205 GPa;80.0 GPa;0.29;1035 MPa;1325 MPa
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;292;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;19 %;160 GPa;200 GPa;80.0 GPa;0.29;655 MPa;938 MPa
97.09 %;<= 0.18 %;<= 0.040 %;0.10 - 0.50 %;<= 0.040 %;0.90 - 1.6 %;0.25 %;0.40 %;0.080 %;0.35 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;19 %;160 GPa;200 GPa;80.0 GPa;0.29;350 MPa;490 - 620 MPa
94.29 %;0.23 %;0.040 %;0.20 - 0.40 %;0.035 %;0.40 %;1.5 - 2.0 %;2.6 - 3.25 %;0%;0%;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;14 %;160 GPa;200 GPa;80.0 GPa;0.29;585 MPa;725 - 860 MPa
0%;<= 0.0300 %;<= 0.0250 %;<= 0.900 %;<= 0.0300 %;0.80 %;23 %;9.0 %;3.0 %;0%;NA;NA;NA;NA;NA;NA;20 %;NA;NA;NA;NA;500 MPa @Strain 0.200 %;700 MPa
78.72 %;0.13 %;0%;0.050 %;0%;0.10 %;2.0 %;10 %;1.0 %;0%;7.75 g/cc;NA;NA;NA;NA;NA;12 %;NA;190 GPa;NA;NA;1207 MPa;1310 MPa
95.37 %;0.62 - 0.66 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.80 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;350;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -70.0 - 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;15.5 %;159 GPa;200 GPa;78.0 GPa;0.29;1000 MPa;1138 MPa
96.675 - 97.8 %;0.20 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.30 - 0.40 %;0%;7.85 g/cc;384;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;14.8 %;160 GPa;200 GPa;80.0 GPa;0.29;805 MPa @Strain 0.200 %;1204 MPa
0%;0.020 %;0%;1.0 %;0%;0.80 %;23 %;12.5 %;0%;0%;NA;NA;NA;NA;NA;NA;35 %;NA;NA;NA;NA;480 MPa @Strain 0.200 %;560 MPa
96.675 - 97.8 %;0.20 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.30 - 0.40 %;0%;7.85 g/cc;411;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;13.6 %;160 GPa;200 GPa;80.0 GPa;0.29;900 MPa @Strain 0.200 %;1250 MPa
96.785 - 98.21 %;0.19 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.64 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;372;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;11.3 %;160 GPa;205 GPa;80.0 GPa;0.29;693 MPa @Strain 0.200 %;1198 MPa
>= 93.6 %;<= 0.20 %;<= 0.050 %;<= 0.90 %;0%;<= 1.5 %;<= 0.90 %;<= 1.25 %;<= 0.25 %;<= 1.0 %;7.75 g/cc;NA;NA;NA;NA;NA;>= 15 %;NA;205 GPa;80.0 GPa;0.28;>= 448 MPa;NA
0%;0.020 %;<= 0.0150 %;0.30 %;0.020 %;1.2 %;19.5 %;10 %;<= 0.500 %;<= 0.200 %;7.90 g/cc;160;15.0 W/m-K @Temperature 20.0 C;NA;18.0 m/m-C @Temperature 20.0 - 400 C;NA;35 %;NA;NA;NA;NA;390 MPa;560 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;339;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;19 %;160 GPa;205 GPa;80.0 GPa;0.29;814 MPa;958 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;372;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;14.6 %;160 GPa;205 GPa;80.0 GPa;0.29;965 MPa;1225 MPa
96.525 - 97.96 %;0.19 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.30 - 0.40 %;0%;7.85 g/cc;372;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;11.3 %;160 GPa;200 GPa;80.0 GPa;0.29;693 MPa @Strain 0.200 %;1198 MPa
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;339;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;16 %;160 GPa;200 GPa;80.0 GPa;0.29;848 MPa;1089 MPa
96.645 - 97.77 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;222;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;21 %;160 GPa;205 GPa;80.0 GPa;0.29;655 MPa;793 MPa
93.67 - 95.35 %;0.070 - 0.13 %;<= 0.050 %;0.15 - 0.30 %;0%;0.40 - 0.70 %;1.0 - 1.45 %;2.95 - 3.55 %;0.080 - 0.15 %;0%;7.85 g/cc;309;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;18.5 %;160 GPa;200 GPa;80.0 GPa;0.29;745 MPa;1000 MPa
0%;0.030 %;0.011 %;0.40 %;0.012 %;1.3 %;18 %;11 %;2.6 %;<= 0.200 %;8.00 g/cc;220;15.0 W/m-K @Temperature 20.0 C;NA;18.0 m/m-C @Temperature 20.0 - 400 C;NA;30 % @Temperature 400 C;NA;NA;NA;NA;390 MPa @Strain 0.200 %, Temperature 400 C;540 MPa @Temperature 400 C
96.435 - 97.88 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.20 - 0.30 %;0%;7.85 g/cc;284;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;16 %;160 GPa;205 GPa;80.0 GPa;0.29;605 MPa;931 MPa
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;247;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;20.8 %;160 GPa;205 GPa;80.0 GPa;0.29;460 MPa;793 MPa
96.435 - 97.88 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.20 - 0.30 %;0%;7.85 g/cc;292;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;18 %;160 GPa;205 GPa;80.0 GPa;0.29;745 MPa;958 MPa
0%;0.070 %;0.0090 %;0.80 %;0.010 %;6.0 %;18 %;8.0 %;<= 0.0300 %;<= 0.100 %;NA;200;15.0 W/m-K @Temperature 20.0 C;NA;NA;NA;41 %;NA;NA;NA;NA;460 MPa @Strain 0.200 %;650 MPa
96.695 - 98.08 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;301;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;18.9 %;160 GPa;205 GPa;80.0 GPa;0.29;910 MPa;958 MPa
96.745 - 98.02 %;0.28 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.40 - 0.60 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;301;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;18.9 %;160 GPa;205 GPa;80.0 GPa;0.29;910 MPa;958 MPa
0%;<= 0.0300 %;<= 0.0250 %;0.70 %;<= 0.0300 %;0.70 %;18 %;12 %;2.8 %;0%;NA;NA;NA;NA;NA;NA;30 %;NA;NA;NA;NA;340 MPa @Strain 0.200 %;520 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;241;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;22 %;160 GPa;205 GPa;80.0 GPa;0.29;495 MPa;786 MPa
96.595 - 97.72 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.20 - 0.30 %;0%;7.85 g/cc;284;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;16 %;160 GPa;205 GPa;80.0 GPa;0.29;620 MPa;938 MPa
78.72 %;0.13 %;0%;0.050 %;0%;0.10 %;2.0 %;10 %;1.0 %;0%;7.75 g/cc;NA;NA;NA;NA;NA;15 %;NA;190 GPa;NA;NA;1241 MPa;1310 MPa
93.67 - 95.35 %;0.070 - 0.13 %;<= 0.050 %;0.15 - 0.30 %;0%;0.40 - 0.70 %;1.0 - 1.45 %;2.95 - 3.55 %;0.080 - 0.15 %;0%;7.85 g/cc;339;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15.5 %;160 GPa;200 GPa;80.0 GPa;0.29;848 MPa;1096 MPa
0%;0.050 %;0%;0.40 %;0%;1.8 %;19.8 %;9.2 %;0%;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
95.195 - 96.33 %;0.37 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.80 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;NA;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;12 %;160 GPa;212 GPa;81.5 GPa;0.30;1475 MPa;1595 MPa
0%;<= 0.0150 %;<= 0.0150 %;0.30 %;<= 0.0150 %;1.8 %;24 %;13 %;<= 0.300 %;<= 0.100 %;7.90 g/cc;160;14.0 W/m-K @Temperature 20.0 C;NA;18.0 m/m-C @Temperature 20.0 - 400 C;NA;41 %;NA;NA;NA;NA;410 MPa @Strain 0.200 %;600 MPa
0%;<= 0.0300 %;<= 0.0150 %;>= 0.300 %;<= 0.0150 %;0.50 %;16 %;72 %;0%;0%;8.30 g/cc;NA;16.3 W/m-K @Temperature 100 C;0.420 - 0.460 J/g-C @Temperature 20.0 - 100 C;12.2 m/m-C @Temperature 30.0 - 100 C;0.0000120 ohm-cm @Temperature 20.0 C;2.0 %;NA;180 GPa;70.0 GPa;NA;400 MPa @Strain 0.200 %;NA
95.21 - 96.33 %;0.17 - 0.25 %;<= 0.015 %;0.50 %;<= 0.025 %;1.5 %;0.45 - 0.60 %;0.70 - 1.0 %;0.20 - 0.60 %;0.15 - 0.30 %;NA;NA;NA;NA;NA;NA;14.4 %;NA;NA;NA;NA;1100 MPa;NA
93.67 - 95.35 %;0.070 - 0.13 %;<= 0.050 %;0.15 - 0.30 %;0%;0.40 - 0.70 %;1.0 - 1.45 %;2.95 - 3.55 %;0.080 - 0.15 %;0%;7.85 g/cc;384;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15.3 %;160 GPa;200 GPa;80.0 GPa;0.29;958 MPa;1203 MPa
92.916 %;0.25 %;0%;0.35 %;0.30 %;1.0 %;1.6 %;3.5 %;0.35 %;0%;NA;NA;NA;NA;NA;NA;11.5 %;NA;NA;NA;NA;1250 MPa;NA
0%;<= 0.0200 %;<= 0.0150 %;<= 0.200 %;<= 0.0150 %;4.5 %;25 %;22 %;2.1 %;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96.425 - 97.6 %;0.55 - 0.65 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;208;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
96.995 - 98.07 %;0.13 - 0.18 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;217;46.6 W/m-K;0.475 J/g-°C;NA;0.0000300 ohm-cm @Temperature 50.0 °C;20 %;160 GPa;205 GPa;80.0 GPa;0.29;500 MPa;690 MPa
96 %;0.41 %;0.020 %;0.23 %;0.018 %;0.70 %;0.80 %;1.9 %;0.25 %;0%;7.83 g/cc;442;NA;NA;NA;NA;8.0 %;NA;NA;NA;NA;1517 MPa @Strain 0.200 %;1724 MPa
96.825 - 98.21 %;0.14 - 0.20 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;269;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;19 %;160 GPa;205 GPa;80.0 GPa;0.29;650 MPa;883 MPa
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;309;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -70.0 - 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;19 %;159 GPa;200 GPa;78.0 GPa;0.29;958 MPa;1014 MPa
96.645 - 97.77 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;301;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;261;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;23.9 %;160 GPa;205 GPa;80.0 GPa;0.29;510 MPa;841 MPa
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;323;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;NA;159 GPa;200 GPa;78.0 GPa;0.29;NA;NA
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;292;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;25 %;160 GPa;205 GPa;80.0 GPa;0.29;560 MPa;745 MPa
<= 0.500 %;<= 0.0500 %;0%;0.60 %;0%;2.0 %;1.8 %;94.0 - 95.0 %;0%;0%;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;192;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;26.3 %;160 GPa;205 GPa;80.0 GPa;0.29;360 MPa;635 MPa
0%;0.55 %;0%;0.85 %;0%;1.15 %;19.4 %;9.7 %;0%;0%;NA;NA;NA;NA;NA;NA;42 %;NA;NA;NA;NA;392 MPa @Strain 0.200 %;578 MPa
95.33 - 97.13 %;<= 0.070 %;<= 0.025 %;<= 0.40 %;<= 0.025 %;0.40 - 0.70 %;0.60 - 0.90 %;0.70 - 1.0 %;0.15 - 0.25 %;1.0 - 1.3 %;7.85 g/cc;NA;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;20 %;160 GPa;205 GPa;80.0 GPa;0.29;380 MPa;450 MPa
